-0.9992101232	0.00202681197
-0.9958405251	0.0047127299
-0.9897878952	0.007389931
-0.9810672018	0.0100475572
-0.9697017888	0.012678166
-0.9557222558	0.0152746186
-0.939166276	0.017829901
-0.9200784762	0.0203371207
-0.8985103108	0.022789517
-0.8745199227	0.0251804776
-0.8481719848	0.0275035568
-0.8195375262	0.0297524915
-0.7886937399	0.03192121902
-0.755723775	0.0340038927
-0.720716513	0.0359948981
-0.6837663274	0.0378888676
-0.6449728285	0.039680695
-0.6044405971	0.041365551
-0.5622789008	0.0429388928
-0.5186014001	0.0443964788
-0.4735258418	0.0457343797
-0.4271737416	0.0469489888
-0.3796700566	0.0480370318
-0.3311428483	0.0489955755
-0.2817229374	0.049822036
-0.2315435514	0.0505141845
-0.1807399649	0.051070156
-0.1294491354	0.051488452
-0.07780933395	0.051767943
-0.0259597723	0.0519078776
0.0259597723	0.051907878
0.077809334	0.0517679432
0.1294491354	0.0514884515
0.1807399649	0.051070156
0.2315435514	0.0505141845
0.2817229374	0.0498220357
0.3311428483	0.048995575
0.3796700566	0.0480370318
0.4271737416	0.0469489888
0.4735258418	0.04573438
0.5186014001	0.0443964788
0.5622789008	0.0429388928
0.6044405971	0.0413655512
0.6449728285	0.0396806955
0.6837663274	0.0378888676
0.7207165134	0.03599489805
0.7557237753	0.034003893
0.7886937399	0.031921219
0.8195375262	0.0297524915
0.8481719848	0.0275035568
0.8745199227	0.025180478
0.8985103108	0.0227895169
0.9200784762	0.02033712073
0.9391662761	0.017829901
0.9557222558	0.0152746186
0.9697017888	0.0126781665
0.9810672018	0.010047557
0.9897878952	0.007389931
0.9958405251	0.00471273
0.9992101232	0.002026812
